z0_0,tersely,1
z0_0,terseness,1
z0_0,terse,1
z0_1,time pieces,1
z0_1,time piece,1
z0_1,timepieces,1
z0_1,timepiece,1
z0_1,watches,1
z0_1,watch,1
z0_1,clocks,1
z0_1,clock,1
z0_2,thousandfold,1
z0_2,a thousandfold,1
z0_2,one thousand times,1
z0_2,a thousand times,1
z0_2,thousand times,1
z0_2,"1,000 times",1
z0_2,1000 times,1
z0_2,"1,000 x",1
z0_2,"1,000x",1
z0_2,1000 x,1
z0_2,1000x,1
z0_2,1000-fold,1
z0_2,"1,000-fold",1
z0_3,7 milligrams tablets,1
z0_3,7 milligram tablets,1
z0_3,7 mgs tablets,1
z0_3,7 mg tablets,1
z0_3,7mg tablets,1
z0_3,7 milligrams tablet,1
z0_3,7 milligram tablet,1
z0_3,7 mgs tablet,1
z0_3,7 mg tablet,1
z0_3,7mg tablet,1
z0_3,7 milligrams tabs,1
z0_3,7 milligram tabs,1
z0_3,7 mgs tabs,1
z0_3,7 mg tabs,1
z0_3,7mg tabs,1
z0_3,7 milligrams tab,1
z0_3,7 milligram tab,1
z0_3,7 mgs tab,1
z0_3,7 mg tab,1
z0_3,7mg tab,1
z0_3,7 milligrams caplets,1
z0_3,7 milligram caplets,1
z0_3,7 mgs caplets,1
z0_3,7 mg caplets,1
z0_3,7mg caplets,1
z0_3,7 milligrams caplet,1
z0_3,7 milligram caplet,1
z0_3,7 mgs caplet,1
z0_3,7 mg caplet,1
z0_3,7mg caplet,1
z0_3,7 milligrams caps,1
z0_3,7 milligram caps,1
z0_3,7 mgs caps,1
z0_3,7 mg caps,1
z0_3,7mg caps,1
z0_3,7 milligrams cap,1
z0_3,7 milligram cap,1
z0_3,7 mgs cap,1
z0_3,7 mg cap,1
z0_3,7mg cap,1
z0_3,7 milligrams capsules,1
z0_3,7 milligram capsules,1
z0_3,7 mgs capsules,1
z0_3,7 mg capsules,1
z0_3,7mg capsules,1
z0_3,7 milligrams capsule,1
z0_3,7 milligram capsule,1
z0_3,7 mgs capsule,1
z0_3,7 mg capsule,1
z0_3,7mg capsule,1
z0_3,7 milligrams pills,1
z0_3,7 milligram pills,1
z0_3,7 mgs pills,1
z0_3,7 mg pills,1
z0_3,7mg pills,1
z0_3,7 milligrams pill,1
z0_3,7 milligram pill,1
z0_3,7 mgs pill,1
z0_3,7 mg pill,1
z0_3,7mg pill,1
z0_4,targetoid hemosiderotic hemangioma,1
z0_4,targetoid hemosiderotic hemangiomas,1
z0_4,hobnail hemangiomas,1
z0_4,hobnail hemangioma,1
z0_5,total hip arthroplasty dislocations,1
z0_5,total hip arthroplasty dislocation,1
z0_5,THA dislocations,1
z0_5,THA dislocation,1
z0_6,Trelegy Ellipta,1
z0_6,Ellipta,1
z0_7,Tityus rondonorum,1
z0_7,T rondonorum,1
z0_7,rondonorum,1
z0_8,tap water,1
z0_8,city water,1
z0_8,faucet water,1
z0_8,sink water,1
z0_8,municipal water,1
z0_8,water from the tap,1
z0_8,water from the faucet,1
z0_8,water from the sink,1
z0_9,types of neurons,1
z0_9,types of neuron,1
z0_9,type of neurons,1
z0_9,type of neuron,1
z0_10,TPMT enzyme activity,1
z0_10,TPMT enzyme levels,1
z0_10,TPMT enzyme level,1
z0_10,TPMT enzymatic activity,1
z0_10,TPMT activity,1
z0_10,TPMT phenotyping,1
z0_10,TPMT phenotyped,1
z0_10,TPMT phenotypes,1
z0_10,TPMT phenotype,1
z0_10,TPMT testing,1
z0_10,TPMT tests,1
z0_10,TPMT test,1
z0_10,TPMT deficiency testing,1
z0_10,TPMT deficiency tests,1
z0_10,TPMT deficiency test,1
z0_10,TPMT blood testing,1
z0_10,TPMT blood tests,1
z0_10,TPMT blood test,1
z0_10,TPMT deficiencies,1
z0_10,TPMT deficiency,1
z0_10,thiopurine methyltransferase enzyme activity,1
z0_10,thiopurine methyltransferase enzyme levels,1
z0_10,thiopurine methyltransferase enzyme level,1
z0_10,thiopurine methyltransferase enzymatic activity,1
z0_10,thiopurine methyltransferase activity,1
z0_10,thiopurine methyltransferase phenotyping,1
z0_10,thiopurine methyltransferase phenotyped,1
z0_10,thiopurine methyltransferase phenotypes,1
z0_10,thiopurine methyltransferase phenotype,1
z0_10,thiopurine methyltransferase testing,1
z0_10,thiopurine methyltransferase tests,1
z0_10,thiopurine methyltransferase test,1
z0_10,thiopurine methyltransferase deficiency testing,1
z0_10,thiopurine methyltransferase deficiency tests,1
z0_10,thiopurine methyltransferase deficiency test,1
z0_10,thiopurine methyltransferase blood testing,1
z0_10,thiopurine methyltransferase blood tests,1
z0_10,thiopurine methyltransferase blood test,1
z0_10,thiopurine methyltransferase deficiencies,1
z0_10,thiopurine methyltransferase deficiency,1
z0_10,thiopurine S-methyltransferase enzyme activity,1
z0_10,thiopurine S-methyltransferase enzyme levels,1
z0_10,thiopurine S-methyltransferase enzyme level,1
z0_10,thiopurine S-methyltransferase enzymatic activity,1
z0_10,thiopurine S-methyltransferase activity,1
